JPM BAC WFC GS MS C SCHW BLK SPGI AXP JNJ PFE MRK ABBV UNH LLY TMO ABT BMY CVS XOM CVX COP SLB OXY KO PG PEP WMT HD MCD NKE DIS COST LOW BA CAT GE HON UPS RTX LMT MMM DE V MA IBM ORCL CSCO T VZ
239.87 45.11 69.96 560.00 123.45 71.40 72.77 955.64 456.69 293.30 142.06 26.72 99.25 175.17 520.69 799.90 542.31 112.31 55.83 48.01 106.54 153.14 101.92 38.62 51.30 61.07 158.56 142.64 93.00 389.89 282.31 71.20 108.65 936.94 247.90 172.00 351.00 171.69 215.67 123.28 115.11 468.05 131.21 408.57 307.71 504.67 219.75 154.50 58.74 21.69 37.81
244.21 45.06 70.53 562.95 123.99 72.77 72.66 955.01 456.57 297.02 144.47 26.80 100.98 176.74 541.14 797.48 555.52 113.19 55.36 51.52 109.29 155.35 104.23 39.85 52.68 61.65 158.84 144.50 91.53 389.18 283.63 72.08 108.08 924.70 248.66 170.57 362.50 171.57 216.57 125.01 117.74 483.16 134.60 429.91 306.92 504.91 217.40 153.92 58.76 21.56 38.12
247.47 45.78 71.19 571.53 124.62 73.50 72.34 963.17 458.34 300.36 144.75 26.41 99.65 175.55 543.74 744.91 556.99 113.02 55.74 51.57 109.72 156.90 104.88 39.87 52.08 62.04 159.74 144.95 90.79 392.78 281.58 71.17 108.12 917.23 251.19 167.02 371.57 176.86 215.98 125.84 119.47 484.46 137.21 432.31 309.09 509.02 217.75 156.31 59.33 21.80 38.28
252.35 47.10 75.95 605.92 130.55 78.27 73.66 1013.18 469.74 312.32 144.97 26.22 100.09 171.35 543.42 746.74 551.47 111.10 55.91 52.14 111.51 158.33 105.48 40.64 52.70 61.77 159.65 144.78 91.34 406.09 282.30 71.07 108.18 923.50 256.72 166.20 374.89 180.29 217.01 127.47 119.09 483.97 137.78 428.88 316.28 522.35 220.03 158.31 59.98 21.91 38.18
254.27 46.64 75.95 612.99 135.81 78.51 75.51 995.72 477.92 311.48 147.77 26.49 100.70 173.70 510.59 757.60 561.71 113.91 56.38 51.96 111.32 159.38 105.61 41.09 52.30 62.25 160.50 146.54 91.30 409.33 279.74 71.11 106.46 919.75 258.78 168.93 380.55 179.74 220.12 129.94 120.46 486.86 139.18 439.11 317.25 523.14 222.66 159.54 59.82 22.02 38.34
259.16 46.53 77.08 625.94 137.87 79.99 76.41 1004.96 474.80 312.56 147.03 26.30 97.92 171.56 509.76 725.72 559.65 113.48 56.29 52.62 112.32 161.47 105.85 43.58 51.97 62.71 161.13 148.25 91.94 409.38 280.95 70.84 107.02 943.19 261.06 171.09 386.02 182.85 220.01 129.73 121.11 490.32 141.03 455.44 319.62 524.70 224.79 161.03 60.23 22.29 38.78
263.03 46.66 77.85 634.74 137.30 81.67 80.93 1012.09 482.54 317.95 148.15 26.64 96.24 172.61 524.99 742.35 573.06 116.79 57.04 53.15 111.47 158.24 104.28 43.74 50.55 62.42 161.72 148.55 93.08 418.43 282.61 73.17 108.70 947.73 264.35 175.56 398.36 187.50 222.48 132.87 125.75 506.29 146.89 463.15 323.63 528.06 224.26 172.57 61.03 22.49 39.02
262.84 45.79 77.54 632.73 136.00 81.69 80.60 1006.34 483.41 322.25 145.27 26.01 95.68 169.20 519.72 753.98 574.59 117.78 57.09 52.99 109.53 156.41 103.06 41.63 50.20 61.78 164.74 148.09 93.23 410.10 281.35 74.04 108.81 944.70 258.00 174.80 397.61 188.36 220.52 132.55 124.38 499.34 149.12 459.75 323.56 527.18 223.26 184.22 61.63 22.32 38.95
265.95 46.39 77.43 639.50 137.80 81.98 82.08 1017.73 485.85 325.87 146.64 26.44 96.63 170.67 529.77 766.60 574.85 123.22 59.14 53.82 110.15 156.01 103.99 42.03 50.34 61.53 166.15 148.62 93.81 414.39 284.43 74.29 111.04 942.16 261.32 178.50 406.40 200.80 223.06 133.61 126.29 497.28 149.63 474.72 328.21 534.22 226.04 186.47 62.23 22.53 39.18
264.84 46.52 77.32 636.90 137.82 81.48 81.83 1020.45 486.05 321.34 146.82 26.09 95.55 170.30 532.51 785.41 574.82 125.03 59.67 54.55 108.66 155.65 101.83 42.25 49.29 61.92 164.12 149.12 94.76 414.50 285.46 73.57 112.16 939.68 262.20 176.06 407.63 196.75 218.96 133.03 125.31 496.96 149.43 478.77 330.20 533.49 224.80 183.60 62.23 22.72 39.54
265.85 47.09 77.94 633.28 136.65 81.07 82.53 1029.94 492.67 316.42 152.89 26.86 97.94 176.90 543.52 808.17 583.64 129.43 60.60 56.20 110.17 157.23 102.69 42.54 49.56 63.87 169.66 154.61 97.40 424.87 293.09 75.58 113.34 965.25 268.42 175.16 394.98 194.46 223.11 136.26 125.05 503.69 151.52 484.15 334.54 547.64 224.13 158.28 59.08 24.14 40.64
267.14 46.84 77.88 637.80 138.54 79.94 81.70 1051.20 492.38 317.04 150.38 26.75 97.45 174.81 542.48 804.99 584.29 127.39 58.76 57.33 108.04 156.21 101.38 41.32 49.00 62.36 166.19 150.25 97.29 418.83 291.15 74.39 112.14 958.67 264.41 177.78 390.29 194.43 218.16 135.42 128.35 457.45 151.40 479.99 334.48 547.36 225.66 164.00 59.43 24.40 40.40
266.58 46.75 78.37 637.38 138.71 80.63 82.06 1052.61 489.33 315.25 151.15 26.62 98.28 175.26 538.10 804.08 568.23 127.86 59.05 56.90 108.67 155.69 101.56 40.94 48.83 62.83 166.23 150.37 97.50 413.42 290.11 76.58 113.19 964.02 261.73 173.66 393.23 199.10 218.50 133.78 125.13 454.36 151.54 478.16 335.88 548.80 228.63 162.02 59.55 24.23 40.28
268.23 46.72 78.82 645.70 139.94 81.86 83.60 1071.52 495.31 318.95 152.87 26.91 98.95 175.65 545.57 823.23 606.74 128.81 59.14 56.82 109.57 156.32 101.46 41.02 48.92 64.05 167.41 151.90 98.65 414.50 290.32 78.33 113.43 979.01 264.00 179.53 374.98 205.57 221.48 114.90 128.98 459.65 154.40 479.99 343.05 566.01 258.27 170.38 60.47 24.02 39.47
267.30 46.30 78.80 640.40 138.43 81.43 82.72 1075.50 493.29 317.45 152.15 26.52 98.82 183.90 542.49 811.08 597.75 127.93 58.95 56.48 106.83 149.19 98.83 40.28 46.65 63.48 165.99 150.69 98.16 411.98 288.70 76.90 113.06 979.88 260.04 176.52 371.44 203.57 221.14 114.23 128.95 462.95 152.20 476.56 341.80 555.43 255.70 170.06 60.60 23.73 39.39
266.81 46.21 78.14 632.37 137.16 79.61 82.75 1013.75 490.43 316.53 151.87 26.20 99.79 190.14 548.18 810.43 593.75 128.45 59.95 55.95 107.09 149.34 98.48 40.16 46.37 63.35 168.76 150.27 99.54 408.76 290.05 76.59 114.00 1005.83 256.50 175.87 361.55 204.11 219.85 111.29 129.92 455.42 150.04 467.05 345.82 563.95 260.73 168.60 61.04 24.25 39.98
267.94 46.71 79.47 634.18 136.77 78.48 81.80 1015.66 485.99 315.83 153.49 25.87 90.74 189.95 545.45 826.07 580.57 129.10 59.12 56.35 109.96 153.22 100.58 41.22 47.59 62.67 168.13 143.49 100.77 411.49 289.77 76.72 113.30 1021.86 257.23 176.23 361.95 202.18 220.97 111.77 128.37 453.68 151.68 472.27 345.15 559.11 264.46 167.89 61.34 24.25 39.81
270.43 47.11 80.05 645.45 138.93 79.46 81.87 1014.50 486.54 320.53 154.69 26.44 89.67 191.75 539.81 842.18 582.38 132.06 59.71 55.69 109.88 152.99 100.21 40.81 47.36 63.12 169.01 145.66 102.46 413.82 288.83 74.57 110.54 1042.88 258.47 181.84 358.85 204.58 219.79 111.90 129.16 449.87 152.45 467.68 349.44 566.29 263.30 171.66 62.57 24.47 40.13
276.90 47.74 81.42 658.22 141.08 82.33 83.64 1006.62 491.07 320.15 153.51 25.83 88.05 192.97 530.04 870.37 572.71 128.22 57.42 54.24 108.43 151.90 99.94 40.05 46.98 63.36 168.88 145.35 102.85 414.16 294.36 71.74 112.09 1050.99 256.95 184.80 365.45 206.06 207.40 113.47 128.78 448.52 152.32 464.98 347.48 567.16 253.44 172.35 62.27 24.45 39.94
275.80 47.40 80.67 655.90 139.98 81.72 83.18 992.04 491.15 316.77 153.12 25.74 87.28 190.60 527.03 878.31 571.47 129.07 56.85 54.01 108.89 152.62 98.36 40.16 46.78 63.84 167.97 144.58 101.15 407.37 294.30 68.68 110.86 1043.81 251.94 181.49 363.88 205.28 203.15 113.11 127.95 444.39 149.87 465.60 348.02 562.75 252.34 174.46 62.27 24.54 39.88
271.04 46.67 79.10 650.53 137.31 80.73 81.17 985.55 487.51 310.26 154.24 25.87 86.40 190.34 533.37 868.88 552.86 131.31 55.53 54.29 110.97 155.77 99.48 41.21 48.38 64.55 167.53 144.35 102.92 413.99 308.42 70.94 109.28 1061.92 256.44 180.55 363.22 205.22 206.12 114.16 128.25 448.22 149.69 469.98 351.23 565.49 249.27 178.92 62.81 24.86 39.95
274.99 46.79 79.64 647.24 137.79 81.11 83.20 988.20 511.36 309.57 156.13 25.53 86.54 191.83 533.92 865.00 545.23 131.44 55.94 55.00 111.67 157.44 101.71 41.78 48.61 67.60 169.43 145.64 102.47 416.36 310.21 71.34 109.02 1058.34 257.03 180.44 362.23 208.82 204.55 114.53 129.11 449.36 150.07 474.30 350.72 564.70 254.70 177.19 62.43 25.15 40.49
275.45 46.21 79.25 649.00 137.11 81.27 82.28 973.71 502.85 306.40 155.26 25.47 85.67 193.00 527.40 872.97 538.00 130.49 56.15 63.22 107.35 154.90 98.40 41.45 47.83 68.71 169.58 143.99 103.61 407.14 307.60 72.26 109.23 1065.12 250.26 186.25 352.04 209.64 202.65 114.26 126.78 441.97 148.87 476.56 351.49 564.60 255.81 172.22 62.53 25.36 40.53
276.32 46.33 78.85 648.95 136.84 82.10 81.57 980.30 513.07 307.50 157.25 25.64 84.42 193.45 531.18 871.86 532.64 131.79 55.97 66.37 108.13 155.88 96.90 42.08 47.88 69.50 171.02 144.58 105.05 412.43 310.02 73.21 109.59 1076.86 252.66 185.44 353.70 208.36 202.90 115.64 125.84 434.72 148.72 466.22 355.63 566.31 259.19 173.86 63.84 25.63 41.04
276.59 46.96 79.98 660.55 138.95 84.61 80.34 973.92 510.59 311.04 156.15 25.53 83.01 192.87 523.51 844.27 531.85 130.61 53.90 65.83 108.24 155.34 96.26 41.75 48.06 68.87 162.89 143.39 104.04 409.50 308.55 73.04 110.38 1071.85 251.79 184.42 353.32 208.27 200.41 116.22 122.41 423.19 148.62 480.22 353.81 564.76 261.28 174.16 64.87 25.87 40.99
279.95 46.53 80.78 672.19 140.71 84.63 81.48 977.86 514.45 312.85 154.99 25.56 83.29 196.25 500.73 857.20 523.09 130.18 54.43 65.57 110.14 156.16 97.45 42.65 48.84 69.05 165.43 144.10 103.78 403.31 304.83 77.59 109.56 1056.03 250.71 184.97 354.00 210.08 205.64 115.42 123.76 428.54 148.99 501.56 356.73 568.61 263.07 179.80 64.59 26.07 41.20
279.25 46.01 80.35 668.15 140.69 83.94 82.01 986.34 513.43 309.92 157.89 25.89 85.60 197.35 511.04 867.05 530.86 132.13 54.98 66.40 110.30 157.23 99.57 42.18 50.99 70.07 166.49 145.81 104.00 395.43 301.94 76.78 111.35 1062.54 246.68 186.15 353.00 210.50 208.38 115.00 125.41 432.95 150.20 509.27 355.23 568.50 264.32 181.52 64.84 26.24 42.01
266.80 45.30 78.63 642.26 134.34 81.34 81.83 989.38 506.56 303.86 159.68 25.90 87.68 200.88 502.42 873.12 537.83 133.17 55.79 65.09 112.00 158.79 102.00 42.60 52.09 70.04 167.21 149.10 97.21 394.64 303.05 77.23 110.55 1034.83 246.42 180.88 349.15 208.74 208.91 116.60 125.11 436.29 149.08 495.79 350.49 563.28 264.74 176.00 64.67 26.15 42.49
264.24 44.81 77.50 625.60 131.69 79.65 80.44 974.22 504.64 295.40 162.30 26.30 89.50 202.08 466.42 873.68 532.55 134.92 55.83 63.48 110.69 156.92 97.94 41.74 50.42 71.35 170.23 153.50 94.78 385.30 304.81 76.50 108.66 1035.03 239.17 177.15 340.04 199.83 209.50 116.33 123.29 440.72 144.98 489.98 348.53 557.51 261.48 167.81 63.98 26.62 42.76
261.34 44.46 77.22 626.14 129.97 78.54 80.12 952.80 504.47 295.53 163.74 26.65 91.27 204.08 461.52 881.40 535.55 134.95 57.88 63.02 111.27 157.89 98.82 41.53 49.86 70.59 170.54 153.85 93.67 382.42 307.57 80.28 111.20 1035.60 237.08 179.91 338.92 198.71 207.49 116.16 125.43 440.27 145.48 484.55 349.86 559.00 261.87 169.96 63.24 26.74 43.32
257.40 43.94 76.00 614.91 129.60 78.14 79.00 958.01 504.62 293.34 166.09 26.74 91.43 204.14 470.38 901.80 539.55 135.82 58.21 63.66 109.73 156.42 97.08 41.01 48.89 71.49 172.65 156.42 97.69 393.29 310.72 81.72 110.53 1055.66 242.39 178.27 342.36 199.27 209.56 118.11 127.34 448.46 146.54 487.59 352.09 564.03 257.75 168.54 64.27 26.65 43.71
258.79 43.94 76.45 617.77 131.05 79.07 78.70 953.77 500.70 296.10 163.08 26.42 89.38 203.01 463.59 915.01 533.29 135.96 57.38 63.86 109.46 155.14 96.13 40.60 48.55 70.80 171.30 151.51 96.20 390.48 304.27 81.17 111.83 1031.97 247.07 173.04 342.58 201.61 208.89 116.89 127.31 441.50 147.43 478.52 350.63 561.27 255.84 172.47 64.08 26.57 43.18
259.05 44.12 76.62 608.00 129.24 78.87 78.43 944.89 497.03 294.20 163.73 26.10 90.58 205.02 468.56 905.16 523.23 135.87 58.80 64.48 110.15 156.67 97.37 40.91 48.65 70.87 171.97 152.02 96.79 390.27 309.95 80.02 111.31 1021.71 245.50 173.83 340.00 201.43 209.82 117.63 130.52 446.46 150.52 480.55 355.74 564.82 253.23 164.76 63.81 26.90 43.27
264.65 46.10 78.32 622.29 133.11 79.95 79.53 977.78 504.96 300.96 165.02 26.43 92.25 209.03 474.96 920.63 528.96 138.01 59.62 65.72 111.33 158.62 99.15 41.66 48.84 71.21 173.84 153.47 98.61 396.60 308.33 79.43 113.80 1048.61 248.64 174.63 343.95 206.98 210.44 119.03 132.99 450.37 155.12 480.79 362.71 576.31 252.44 166.06 64.11 27.41 43.10
260.62 45.56 77.03 605.26 129.13 77.17 78.12 966.47 500.77 295.49 167.28 26.25 93.15 211.48 467.05 929.72 523.64 140.22 59.87 64.90 107.76 153.09 92.63 39.82 46.45 72.32 175.59 155.99 97.59 389.69 304.29 78.41 112.79 1046.85 246.16 170.06 332.04 201.96 209.58 119.26 133.83 451.94 153.42 465.83 361.82 574.92 250.19 162.02 63.48 27.72 43.87
250.25 42.67 73.30 581.14 121.72 72.35 75.15 951.79 488.94 283.47 165.42 25.75 92.56 207.76 474.61 911.06 516.57 137.58 59.44 64.21 107.54 152.00 90.64 39.08 46.53 70.19 173.18 154.19 94.97 381.68 305.77 77.32 109.01 1036.87 239.85 158.90 326.75 198.77 205.60 116.79 128.70 448.82 145.86 458.38 352.23 555.07 253.21 157.47 63.26 26.22 42.87
251.53 42.29 74.16 593.07 123.75 72.96 76.74 968.14 494.70 284.18 165.12 25.94 93.19 211.54 475.98 929.72 524.19 137.71 59.82 65.95 105.44 150.81 88.88 39.43 45.51 70.08 174.61 153.88 95.98 386.35 307.45 77.81 109.31 1047.75 242.96 163.16 338.49 202.50 207.20 119.02 129.64 460.42 147.61 467.50 352.68 558.30 251.35 161.56 63.96 26.18 42.84
246.54 41.46 72.65 567.67 119.37 70.58 75.56 959.64 486.48 275.64 165.83 26.24 94.00 210.75 487.72 912.76 527.64 135.08 60.18 65.25 107.62 152.95 88.60 39.76 45.71 70.46 174.66 154.61 94.64 381.73 310.37 77.71 105.43 1026.62 243.50 158.43 341.01 196.05 208.82 120.50 128.28 461.50 146.94 482.84 344.16 549.82 248.69 150.94 63.41 26.73 44.23
242.28 41.40 71.05 559.67 119.29 70.46 74.63 946.92 470.20 273.21 166.69 26.73 94.65 214.29 493.48 869.58 531.71 137.14 61.09 66.33 109.02 156.34 90.63 41.37 47.24 71.43 175.95 154.44 91.72 376.80 321.29 78.59 105.51 964.31 242.66 154.18 350.30 193.85 212.05 121.62 128.40 473.65 146.30 499.62 345.32 546.77 261.54 155.16 63.94 27.12 46.06
232.22 39.83 66.78 531.66 111.69 67.41 71.24 915.26 462.05 261.32 167.70 26.64 95.23 216.66 480.22 829.76 526.80 137.36 63.11 65.23 111.80 157.57 92.90 41.14 47.36 71.45 176.26 156.25 87.82 374.65 317.25 76.40 103.08 934.41 242.38 148.15 345.21 192.12 211.35 120.62 128.52 479.17 147.62 488.78 341.48 537.12 256.90 148.79 62.06 27.28 46.49
229.14 39.61 67.28 531.43 112.04 67.50 72.47 910.37 454.12 255.39 165.86 25.99 94.73 213.59 486.04 824.06 514.20 132.66 61.51 64.98 109.16 154.08 95.41 40.08 46.28 71.04 173.12 152.33 87.44 368.16 306.76 74.17 97.90 930.49 232.67 154.06 339.77 191.72 206.19 116.36 128.11 468.88 147.54 475.50 332.14 525.80 248.95 144.18 60.67 26.01 43.43
227.90 39.91 68.93 535.71 114.00 67.95 74.22 910.06 452.47 260.75 162.85 25.71 93.35 212.06 481.11 821.86 512.65 130.28 59.81 64.84 109.13 152.67 97.75 40.05 46.10 69.94 168.37 148.17 85.20 364.73 299.40 73.58 98.76 927.08 228.33 158.80 338.13 195.00 203.97 115.26 127.96 461.50 150.24 471.37 332.84 524.64 249.63 150.89 60.46 25.72 42.59
225.19 39.67 68.46 524.81 111.68 67.23 73.51 900.46 453.97 256.43 162.99 25.60 94.71 211.55 481.52 801.65 508.90 129.89 60.28 65.75 108.67 153.61 96.19 39.93 45.45 69.62 168.59 148.34 84.50 347.25 297.50 72.64 96.87 890.62 222.66 159.32 333.31 192.42 204.31 115.23 129.20 467.93 146.10 467.09 328.55 519.83 245.80 147.66 59.67 26.09 43.71
232.44 40.89 70.85 541.41 115.34 68.78 77.11 928.70 460.26 265.63 162.81 25.72 94.57 211.77 488.65 813.48 522.05 126.71 59.01 65.68 111.90 157.02 98.95 41.10 46.53 69.16 167.97 148.59 85.35 351.31 299.83 71.66 98.64 903.92 224.44 161.81 339.64 197.11 207.06 116.76 129.99 466.17 150.41 477.50 331.80 527.64 248.35 149.27 60.50 26.58 43.57
233.93 41.44 70.84 551.34 117.96 69.94 77.77 958.00 467.62 264.38 162.84 26.05 94.79 214.47 499.02 824.76 519.57 127.64 59.99 66.65 113.76 158.72 99.36 41.43 47.26 70.12 169.76 151.34 87.46 354.13 303.97 73.70 99.36 916.61 225.85 161.85 342.64 202.03 207.99 118.06 132.05 467.61 153.21 482.35 334.55 531.99 252.97 154.01 60.89 26.83 43.65
234.97 41.65 71.11 551.78 118.11 70.22 77.56 958.62 463.95 262.72 164.25 26.31 94.72 213.85 503.80 822.51 521.50 126.30 59.90 67.57 113.64 160.81 100.53 41.13 47.65 69.38 167.71 148.99 85.59 349.57 303.60 73.31 99.35 898.05 222.95 161.57 336.71 200.79 207.32 118.86 132.69 469.28 150.92 481.17 334.77 530.19 246.95 149.45 60.30 26.61 44.23
239.11 42.21 72.76 557.34 119.85 71.44 78.73 957.23 468.51 270.65 162.99 26.21 94.02 212.25 503.20 837.01 518.41 127.42 60.08 67.91 115.41 164.05 101.33 41.08 47.96 69.28 168.57 148.11 86.33 353.42 306.92 72.99 100.29 904.05 225.51 172.62 338.62 205.57 206.24 117.47 135.32 470.55 153.21 479.41 339.87 536.09 252.29 152.45 61.12 26.84 43.94
239.01 42.48 72.52 562.68 120.47 71.82 78.57 954.17 470.39 270.83 163.02 26.19 94.73 211.96 511.30 842.57 518.64 126.78 60.42 68.64 115.90 164.77 102.31 41.28 47.96 69.71 167.55 147.15 85.81 355.52 307.00 71.86 98.86 895.40 226.26 172.83 336.25 203.93 208.46 116.98 134.47 466.74 151.27 477.02 339.50 536.38 243.32 152.72 60.62 26.79 43.75
241.63 42.47 72.52 565.14 120.14 71.98 78.39 951.73 471.03 270.51 163.63 26.28 93.11 210.01 516.85 837.57 517.72 126.34 61.07 67.05 115.50 164.75 101.92 40.99 47.94 68.67 166.69 145.45 85.98 351.15 305.44 67.94 99.46 909.26 227.07 178.11 335.78 204.13 207.70 115.10 132.37 439.70 150.36 472.43 335.66 535.69 243.87 152.23 60.30 27.02 43.99
248.06 43.07 74.28 580.10 124.27 74.04 79.96 963.50 476.76 277.86 163.29 26.14 92.31 209.17 516.50 864.90 519.90 127.21 61.05 67.57 115.80 165.02 102.19 41.70 47.92 68.95 165.65 146.45 87.49 363.77 305.67 67.39 100.18 926.04 232.89 180.90 341.67 210.23 209.41 115.80 134.69 434.98 153.15 479.96 343.87 543.67 248.45 154.87 60.97 26.96 43.56
251.13 43.28 74.24 585.94 125.20 74.47 80.75 973.48 485.49 279.28 161.02 25.55 87.87 201.34 513.43 852.35 514.34 125.60 59.19 66.48 116.59 165.94 102.55 42.28 49.01 68.81 162.85 145.54 84.76 360.99 306.92 66.54 101.61 930.26 230.69 182.59 342.62 212.13 209.67 109.95 135.66 442.07 153.50 478.93 344.62 545.16 249.90 153.93 60.99 27.31 43.49
251.03 42.82 73.47 573.92 122.20 73.24 80.14 968.24 480.42 276.00 161.72 25.21 88.11 201.30 518.20 826.76 513.67 126.61 59.21 67.20 118.27 167.97 103.20 42.42 49.75 70.02 166.58 148.64 85.21 362.13 313.58 65.74 100.78 929.75 232.05 178.55 341.11 207.37 210.66 111.01 134.33 445.17 152.68 483.62 344.18 549.07 250.34 147.80 61.80 27.65 44.18
248.12 42.56 72.28 558.92 119.00 71.85 79.60 967.94 481.21 272.02 163.13 25.01 87.60 202.72 515.72 821.67 511.68 131.35 58.90 67.59 117.89 166.65 102.82 42.10 49.51 70.74 168.71 149.67 85.63 362.73 312.69 65.80 100.45 938.75 232.17 179.11 339.30 205.88 211.70 111.01 133.43 442.28 148.44 479.72 349.86 557.57 246.21 145.78 61.40 28.20 44.96
242.85 41.25 70.69 543.12 115.33 70.33 77.81 946.70 475.41 265.48 163.71 25.21 89.23 205.29 516.04 822.51 500.16 130.82 60.02 67.14 117.73 166.09 102.37 41.88 48.83 70.37 168.03 149.27 85.15 358.15 307.09 63.29 98.07 929.66 228.42 173.31 329.69 199.88 207.91 109.66 131.72 441.49 144.84 465.31 342.85 540.61 244.00 140.87 60.86 28.18 44.93
245.30 41.73 71.79 546.29 116.67 70.99 78.28 946.48 480.70 269.05 165.84 25.34 89.76 209.52 523.75 825.91 497.60 132.65 60.99 67.75 118.93 167.29 105.02 41.80 49.36 71.62 170.42 149.94 87.79 366.49 312.37 63.48 98.70 945.78 233.23 170.55 329.80 200.15 209.31 109.99 132.46 446.71 146.86 469.35 350.46 548.12 248.66 139.81 61.71 28.28 45.36
243.66 41.49 71.31 548.45 115.74 70.54 77.67 944.08 483.24 270.48 153.25 24.54 87.12 206.27 523.12 805.23 482.97 131.69 59.55 67.98 119.04 168.51 105.39 42.20 49.19 71.87 170.56 149.67 88.83 365.52 313.63 64.76 97.68 954.40 234.01 168.17 330.57 203.79 210.99 109.26 132.85 448.64 147.67 478.45 346.35 548.51 250.34 141.94 61.80 28.48 45.38
245.82 41.85 72.26 563.10 119.27 71.76 78.59 961.84 486.26 275.25 155.36 24.70 86.60 205.19 523.20 818.22 489.06 131.93 59.60 68.07 118.67 166.47 106.10 42.19 49.33 71.33 169.50 149.12 89.76 370.89 311.58 64.96 97.88 965.08 235.28 168.56 334.66 199.77 213.50 110.20 133.15 452.87 147.76 470.90 346.33 547.38 249.98 145.86 61.82 28.14 44.74
228.69 37.22 65.67 511.23 107.93 63.05 74.87 887.65 462.99 247.82 159.82 24.29 86.39 201.64 540.44 789.09 470.03 131.63 57.82 67.51 112.43 156.12 95.25 39.21 43.90 73.18 172.39 151.37 87.26 355.91 318.27 55.58 88.84 967.08 222.52 150.91 305.76 187.63 204.30 100.12 130.23 454.78 139.74 447.45 339.39 530.55 243.49 137.23 57.31 28.60 45.62
210.28 34.39 60.98 470.81 99.83 58.13 69.06 822.62 427.15 233.68 153.24 22.97 81.47 186.96 525.05 738.21 437.91 124.44 55.30 63.66 104.34 143.28 86.29 34.78 40.54 69.93 163.75 146.61 83.19 353.90 300.11 57.25 83.53 916.48 223.29 136.59 288.08 166.81 188.79 97.71 117.45 432.15 126.91 429.86 313.13 489.77 227.48 128.27 54.54 26.64 43.03
214.44 35.58 62.17 465.51 100.92 58.85 70.04 817.50 414.67 234.28 150.62 22.63 81.18 186.55 524.70 723.73 437.87 124.86 55.19 63.85 102.94 140.15 85.67 33.14 38.75 68.37 160.23 143.19 83.83 341.51 299.89 55.61 83.30 908.13 216.94 138.86 280.06 167.70 185.30 95.56 117.32 430.82 128.55 423.35 312.32 485.52 225.78 127.16 54.41 26.83 42.58
216.87 35.03 62.08 462.22 100.31 58.77 69.93 815.72 417.69 231.39 150.00 21.84 78.95 175.67 553.08 726.24 419.31 123.95 53.07 67.63 100.77 136.93 82.66 31.95 36.11 68.42 158.39 140.30 81.79 335.24 299.83 53.27 81.72 908.75 211.69 139.39 273.94 169.37 180.75 91.92 120.46 443.36 127.16 412.99 308.27 479.92 221.03 124.50 53.19 26.39 42.17
234.34 37.15 66.33 516.87 111.70 64.15 75.25 897.08 448.43 262.36 150.97 22.49 81.91 179.84 578.50 753.71 453.55 127.04 53.74 70.18 105.80 146.03 91.51 35.98 40.23 69.95 162.32 145.59 89.60 355.39 303.96 59.32 91.44 965.19 223.20 160.82 301.01 187.27 196.80 99.66 128.43 462.24 138.32 452.59 332.43 515.43 235.31 139.69 58.13 26.47 42.89
227.11 35.85 63.11 489.80 106.58 61.59 73.85 858.78 433.07 246.89 148.69 21.59 77.55 174.20 594.40 720.91 427.44 124.50 50.46 68.97 99.93 134.98 83.29 32.54 36.47 70.76 163.56 144.14 90.61 353.62 306.78 54.40 85.23 964.31 221.20 155.52 289.16 181.51 191.16 96.56 127.07 463.70 132.97 444.19 324.61 499.34 229.55 133.35 56.59 26.39 42.92
236.20 35.95 62.51 494.44 108.12 61.64 76.96 878.78 440.06 251.13 151.73 21.91 79.18 175.05 599.47 732.41 438.15 126.88 50.71 69.51 103.14 135.63 86.39 33.96 37.67 71.43 166.91 144.43 92.80 353.86 309.90 54.39 84.89 963.41 220.35 156.84 293.45 181.67 196.26 97.08 128.26 474.90 135.95 459.13 333.40 509.75 235.48 132.35 57.33 26.79 43.73
234.72 36.67 63.10 503.98 109.11 63.22 76.92 889.95 446.16 255.38 154.36 22.12 79.17 179.10 587.06 754.35 449.33 127.96 51.34 69.20 103.39 135.32 86.45 33.92 37.90 72.45 169.13 146.75 94.73 357.20 316.07 55.41 84.66 979.32 224.14 159.28 298.12 186.00 197.94 98.67 129.14 475.34 136.01 467.67 335.18 512.46 239.06 134.64 57.41 27.20 44.30
233.13 37.99 64.54 507.89 110.44 64.33 77.19 888.44 445.33 257.86 153.62 22.44 78.39 176.80 583.59 757.18 441.00 126.22 50.00 68.92 103.10 134.54 85.72 33.76 37.80 71.86 168.47 142.84 93.97 354.11 312.48 54.83 85.01 976.92 220.51 155.52 293.43 185.67 196.52 96.50 128.64 469.58 135.26 461.26 335.81 517.38 240.70 133.94 57.20 27.50 44.48
229.61 37.33 63.98 499.05 107.86 62.10 75.70 865.78 438.96 252.92 153.91 22.04 76.46 171.68 585.04 734.90 436.79 129.70 49.36 68.55 104.19 135.36 86.36 34.15 38.45 71.68 166.39 140.09 91.19 345.99 309.10 53.55 82.77 967.75 214.41 156.47 290.14 182.45 191.05 94.20 129.25 477.08 130.46 452.42 331.33 513.43 238.57 129.76 55.76 27.02 43.61
